registration,vote_intention,vote_2020,employment,foreign_born,sex,household_income,education,state,age,agegroup,race
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Female,"$65,000 to $69,999","Completed some college, but no degree",MO,49,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CO,36,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$50,000 to $54,999",Associate Degree,TN,67,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$250,000 and above",Doctorate degree,CA,45,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$125,000 to $149,999",Associate Degree,OH,71,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$90,000 to $94,999",Associate Degree,IN,58,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Male,"$25,000 to $29,999",Associate Degree,MI,57,40 to 60,White
Not registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Male,"$25,000 to $29,999",Completed some high school,NJ,20,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Female,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",MI,54,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Female,"$15,000 to $19,999",High school graduate,WI,38,40 or less,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Female,"$65,000 to $69,999",Completed some high school,CA,39,40 or less,Other race
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999",Masters degree,FL,35,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$80,000 to $84,999","Completed some college, but no degree",FL,64,60 to 80,Other race
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",VA,52,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Female,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MN,57,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",WI,35,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NC,42,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",TX,49,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",VA,65,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"$35,000 to $39,999",High school graduate,NC,56,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MA,42,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$65,000 to $69,999",High school graduate,MA,69,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$65,000 to $69,999",High school graduate,GA,67,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$30,000 to $34,999","Completed some college, but no degree",DE,38,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Self-employed,The United States,Male,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",TX,55,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Self-employed,The United States,Female,"$20,000 to $24,999","Completed some college, but no degree",GA,45,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$200,000 to $249,999",Masters degree,NY,42,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$125,000 to $149,999",Masters degree,NY,35,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",NY,55,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$45,000 to $49,999",Other post high school vocational training,PA,73,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Part-time employed,Another country,Female,"Less than $14,999",Doctorate degree,DE,25,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Self-employed,The United States,Male,"$150,000 to $174,999","Completed some graduate, but no degree",SC,60,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$250,000 and above",Masters degree,NY,39,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Female,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",OH,48,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$85,000 to $89,999",Masters degree,NY,36,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$50,000 to $54,999","Completed some graduate, but no degree",MO,54,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",AZ,55,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Male,"Less than $14,999",High school graduate,WI,28,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Male,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",FL,62,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$175,000 to $199,999",Masters degree,CA,33,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Male,"Less than $14,999","Completed some graduate, but no degree",AZ,64,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$45,000 to $49,999",Associate Degree,NJ,45,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Self-employed,The United States,Female,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",LA,62,60 to 80,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",VA,29,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Male,"Less than $14,999",High school graduate,GA,55,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NY,29,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NY,35,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$30,000 to $34,999",High school graduate,VA,79,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",NJ,52,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$75,000 to $79,999",High school graduate,FL,69,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Self-employed,The United States,Male,"$20,000 to $24,999","Completed some college, but no degree",NJ,54,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Male,"$30,000 to $34,999","Completed some graduate, but no degree",MA,77,60 to 80,American Indian or Alaska Native
Registered,"Yes, I will vote",Joe Biden,Student,The United States,Female,"Less than $14,999",High school graduate,FL,26,40 or less,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Female,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",CA,55,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Self-employed,The United States,Male,"$20,000 to $24,999",Other post high school vocational training,TX,38,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$75,000 to $79,999","Completed some graduate, but no degree",TX,66,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Male,"Less than $14,999",Completed some high school,FL,64,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",SC,54,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",PA,43,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,Another country,Male,"$55,000 to $59,999","Completed some graduate, but no degree",TX,35,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$50,000 to $54,999","Completed some graduate, but no degree",GA,52,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$60,000 to $64,999",High school graduate,VA,74,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,Another country,Male,"$95,000 to $99,999","Completed some college, but no degree",NC,60,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Female,"$30,000 to $34,999","Completed some college, but no degree",NJ,55,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",CA,43,40 to 60,White
Not registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$55,000 to $59,999",Doctorate degree,FL,68,60 to 80,Other race
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$55,000 to $59,999",Associate Degree,NJ,67,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",CA,47,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$25,000 to $29,999","Completed some college, but no degree",MI,69,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$95,000 to $99,999",Masters degree,CT,73,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Male,"$30,000 to $34,999",High school graduate,FL,58,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$60,000 to $64,999","Completed some graduate, but no degree",IN,45,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$150,000 to $174,999",Doctorate degree,MI,46,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,Another country,Male,"$100,000 to $124,999",Masters degree,NJ,53,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$50,000 to $54,999","Completed some college, but no degree",MI,70,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Self-employed,Another country,Male,"$55,000 to $59,999",Masters degree,FL,69,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$85,000 to $89,999",Associate Degree,MN,62,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$70,000 to $74,999",Middle School - Grades 4 - 8,OR,67,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",NY,40,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"Less than $14,999",High school graduate,VA,64,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Homemaker,The United States,Female,"$15,000 to $19,999","Completed some college, but no degree",NY,48,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Other:,The United States,Male,"$20,000 to $24,999",High school graduate,IL,41,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$30,000 to $34,999",High school graduate,IN,64,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",CA,40,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Self-employed,The United States,Male,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",FL,54,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Male,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",MI,62,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",FL,73,60 to 80,White
Don't know,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Female,"Less than $14,999",Completed some high school,TX,25,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$85,000 to $89,999","Completed some graduate, but no degree",AZ,41,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",AZ,35,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$25,000 to $29,999","Completed some college, but no degree",OH,34,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$125,000 to $149,999","Completed some college, but no degree",TX,63,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",FL,31,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$150,000 to $174,999",Masters degree,NY,40,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",TX,61,60 to 80,Other race
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Male,"$60,000 to $64,999","Completed some college, but no degree",PA,42,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$80,000 to $84,999",Completed some high school,OH,27,40 or less,Other race
Registered,"Yes, I will vote",Joe Biden,Retired,Another country,Female,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",FL,64,60 to 80,Chinese
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$25,000 to $29,999","Completed some college, but no degree",SC,69,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"Less than $14,999",High school graduate,NY,31,40 or less,Other race
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",NY,71,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",OH,40,40 or less,Other race
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",NJ,53,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",FL,75,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Female,"Less than $14,999","College Degree (such as B.A., B.S.)",NY,57,40 to 60,Other race
Registered,"Yes, I will vote",Joe Biden,Student,The United States,Female,"$50,000 to $54,999",Associate Degree,PA,38,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$30,000 to $34,999",High school graduate,WI,40,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$50,000 to $54,999","Completed some college, but no degree",NJ,50,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$125,000 to $149,999",Masters degree,CA,74,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$125,000 to $149,999",Masters degree,MI,37,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Female,"$40,000 to $44,999",Associate Degree,FL,69,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$175,000 to $199,999","Completed some college, but no degree",IL,64,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,Another country,Female,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",CA,28,40 or less,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",TN,66,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$65,000 to $69,999","Completed some college, but no degree",CA,66,60 to 80,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$55,000 to $59,999",Masters degree,IL,33,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$95,000 to $99,999",High school graduate,GA,19,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$20,000 to $24,999",High school graduate,MI,56,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$15,000 to $19,999",Associate Degree,MI,28,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Male,"$25,000 to $29,999","Completed some college, but no degree",MI,62,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",CA,63,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",FL,61,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$200,000 to $249,999",Masters degree,WI,49,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$125,000 to $149,999","Completed some graduate, but no degree",NY,68,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Male,"$55,000 to $59,999",Associate Degree,SC,26,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$40,000 to $44,999",High school graduate,IN,80,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$35,000 to $39,999",Associate Degree,TX,32,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$40,000 to $44,999",Doctorate degree,AL,74,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Male,"$90,000 to $94,999",High school graduate,WV,59,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Self-employed,Another country,Female,"$50,000 to $54,999",Masters degree,MO,60,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NJ,54,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$40,000 to $44,999","Completed some college, but no degree",AZ,66,60 to 80,White
Not registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Female,"$35,000 to $39,999","Completed some college, but no degree",IA,26,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$30,000 to $34,999","Completed some college, but no degree",OH,58,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$25,000 to $29,999","Completed some college, but no degree",ID,73,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$20,000 to $24,999",High school graduate,NY,64,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Male,"Less than $14,999","Completed some college, but no degree",OR,53,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$50,000 to $54,999","Completed some college, but no degree",CO,43,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Male,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",FL,73,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$35,000 to $39,999",Associate Degree,AL,76,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",TX,50,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$85,000 to $89,999",Associate Degree,NY,48,40 to 60,Other race
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Female,"$95,000 to $99,999","Completed some college, but no degree",OR,32,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",AZ,50,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",CA,45,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",NC,47,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Student,The United States,Female,"$100,000 to $124,999","Completed some college, but no degree",NJ,18,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$30,000 to $34,999","Completed some college, but no degree",NY,72,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",OH,53,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$125,000 to $149,999",Associate Degree,AZ,83,above 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",MN,41,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$50,000 to $54,999","Completed some college, but no degree",OH,61,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$15,000 to $19,999",High school graduate,NY,64,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$125,000 to $149,999",Masters degree,WI,66,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$30,000 to $34,999",High school graduate,LA,40,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"Less than $14,999",High school graduate,FL,25,40 or less,Other race
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$45,000 to $49,999","Completed some college, but no degree",MI,54,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$45,000 to $49,999","Completed some college, but no degree",NY,67,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$50,000 to $54,999",Masters degree,MT,64,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Other:,The United States,Male,"$15,000 to $19,999",Other post high school vocational training,SC,56,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$55,000 to $59,999","Completed some graduate, but no degree",MI,82,above 80,White
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Female,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",NY,54,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Other:,The United States,Female,"$25,000 to $29,999",Other post high school vocational training,NC,49,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",CA,41,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",TX,42,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"Less than $14,999","Completed some college, but no degree",WA,52,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Male,"Less than $14,999",High school graduate,VT,57,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$80,000 to $84,999",Associate Degree,TX,69,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$15,000 to $19,999",High school graduate,KY,70,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Other:,The United States,Female,"$25,000 to $29,999","Completed some college, but no degree",OH,59,40 to 60,Other race
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",AR,51,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Self-employed,The United States,Male,"$30,000 to $34,999",Associate Degree,CO,67,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$100,000 to $124,999","Completed some college, but no degree",MO,68,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",TX,41,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$150,000 to $174,999",Masters degree,FL,40,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,60,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$45,000 to $49,999","Completed some college, but no degree",CA,68,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$35,000 to $39,999","Completed some college, but no degree",MD,64,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",NY,30,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$60,000 to $64,999",High school graduate,CA,62,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$35,000 to $39,999","Completed some college, but no degree",GA,75,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",TX,50,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",CO,68,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$20,000 to $24,999",Associate Degree,IN,78,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Male,"$60,000 to $64,999","Completed some college, but no degree",KY,76,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$30,000 to $34,999",Associate Degree,NY,28,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$90,000 to $94,999",Masters degree,FL,33,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999","Completed some college, but no degree",WI,54,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"Less than $14,999",Other post high school vocational training,CA,65,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",NY,41,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$25,000 to $29,999",Associate Degree,CA,76,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$30,000 to $34,999",Associate Degree,AZ,80,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Female,"Less than $14,999",High school graduate,PA,56,40 to 60,White
Not registered,"Yes, I will vote",Joe Biden,Student,The United States,Female,"$25,000 to $29,999",Associate Degree,IL,56,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NJ,42,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",FL,68,60 to 80,White
